段落,小句,内容
10.15,11,諸姬之良，掌其中官
10.15,12,異姓之能，掌其遠官
10.15,13,公食貢，大夫食邑，士食田，庶人食力，工商食官，皁隸食職，官宰食加
10.15,14,政平民阜，財用不匱
10.15,15,冬，襄王避昭叔之難，居于鄭地汜
10.15,16,使來告難，亦使告于秦
10.15,17,子犯曰：民親而未知義也，君盍納王以教之義
10.15,18,若不納，秦將納之，則失周矣，何以求諸侯
10.15,19,不能修身而又不能宗人，人將焉依
10.15,20,繼文之業，定武之功，啟土安疆，於此乎在矣，君其務之
10.15,21,公説，乃行賂于草中之戎與麗土之狄，以啟東道
10.16,0,二年春，公以二軍下，次於陽樊
10.16,1,右師取昭叔于温，殺之于隰城
10.16,2,左師迎王于鄭
10.16,3,王入于成周，遂定之于郟
10.16,4,王饗醴，命公胙侑
10.16,5,公請隧，弗許
10.16,6,曰：王章也，不可以二王，無若政何
10.16,7,賜公南陽陽樊温原州陘絺組攢茅之田
10.16,8,陽人不服，公圍之，將殘其民，倉葛呼曰：君補王闕，以順禮也
10.16,9,陽人未狎君德，而未敢承命
10.16,10,君將殘之，無乃非禮乎
10.16,11,陽人有夏商之嗣典，有周室之師旅，樊仲之官守焉，其非官守，則皆王之父兄甥舅也
10.16,12,君定王室而殘其姻族，民將焉放
10.16,13,敢私布於吏，唯君圖之
10.16,14,公曰：是君子之言也
10.16,15,迺出陽人
10.17,0,文公伐原，令以三日之糧
10.17,1,三日而原不降，公令疏軍而去之
10.17,2,諜出曰：原不過一二日矣
10.17,3,軍吏以告，公曰：得原而失信，何以使人
10.17,4,夫信，民之所庇也，不可失
10.17,5,乃去之，及孟門，而原請降
10.18,0,文公立四年，楚成王伐宋，公率齊秦伐曹衛以救宋
10.18,1,宋人使門尹班告急於晉，公告大夫曰：宋人告急，舍之則宋絶
10.18,2,告楚則不許我
10.18,3,我欲擊楚，齊秦不欲，其若之何
10.18,4,先軫曰：不若使齊秦主楚怨
10.18,5,公曰：可乎
10.18,6,先軫曰：使宋舍我而賂齊秦，藉之告楚
10.18,7,我分曹衛之地以賜宋人
10.18,8,楚愛曹衛，必不許齊秦
10.18,9,齊秦不得其請，必屬怨焉，然後用之，蔑不欲矣
10.18,10,公説，是故以曹田衛田賜宋人
10.18,11,令尹子玉使宛春來告曰：請復衛侯而封曹，臣亦釋宋之圍
10.18,12,舅犯愠曰：子玉無禮哉
10.18,13,君取一，臣取二，必擊之
10.18,14,先軫曰：子與之
10.18,15,我不許曹衛之請，是不許釋宋也
10.18,16,宋衆無乃彊乎
10.18,17,是楚一言而有三施，子一言而有三怨
10.18,18,怨已多矣，難以擊人
10.18,19,不若私許復曹衛以攜之，執宛春以怒楚，既戰而後圖之
10.18,20,公説，是故拘宛春於衛
10.18,21,子玉釋宋圍，從晉師
10.18,22,楚既陳，晉師退舍，軍吏請曰：以君避臣，辱也
10.18,23,且楚師老矣，必敗
10.18,24,何故退
10.18,25,子犯曰：二三子忘在楚乎
10.18,26,偃也聞之：戰鬭，直爲壯，曲爲老
10.18,27,未報楚惠而抗宋，我曲楚直，其衆莫不生氣，不可謂老
10.18,28,若我以君避臣，而不去，彼亦曲矣
10.18,29,退三舍避楚
10.18,30,楚衆欲止，子玉不肯，至于城濮，果戰，楚衆大敗
10.18,31,君子曰：善以德勸
10.19,0,文公誅觀狀以伐鄭，反其陴
10.19,1,鄭人以名寶行成，公弗許，曰：予我詹而師還
10.19,2,詹請往，鄭伯弗許，詹固請曰：一臣可以赦百姓而定社稷，君何愛於臣也
10.19,3,鄭人以詹予晉，晉人將烹之
10.19,4,詹曰：臣願獲盡辭而死，固所願也
10.19,5,公聽其辭
10.19,6,詹曰：天降鄭禍，使淫觀狀，棄禮違親
10.19,7,臣曰：不可
10.19,8,夫晉公子賢明，其左右皆卿才，若復其國，而得志於諸侯，禍無赦矣
10.19,9,今禍及矣
10.19,10,尊明勝患，智也
10.19,11,殺身贖國，忠也
10.19,12,乃就烹，據鼎耳而疾號曰：自今以往，知忠以事君者，與詹同
10.19,13,乃命弗殺，厚爲之禮而歸之
10.19,14,鄭人以詹伯爲將軍
10.20,0,晉饑，公問於箕鄭曰：救饑何以
10.20,1,對曰：信
10.20,2,公曰：安信
10.20,3,對曰：信於君心，信於名，信於令，信於事
10.20,4,公曰：然則若何
10.20,5,對曰：信於君心，則美惡不踰
10.20,6,信於名，則上下不干
10.20,7,信於令，則時無廢功
10.20,8,信於事，則民從事有業
10.20,9,於是乎民知君心，貧而不懼，藏出如入，何匱之有
10.20,10,公使爲箕
10.20,11,及清原之蒐，使佐新上軍
10.21,0,文公問元帥於趙衰，對曰：郤縠可，行年五十矣，守學彌惇
10.21,1,夫先王之法志，德義之府也
10.21,2,夫德義，生民之本也
10.21,3,能惇篤者，不忘百姓也
10.21,4,請使郤縠
10.21,5,公從之
10.21,6,公使趙衰爲卿，辭曰：欒枝貞慎，先軫有謀，胥臣多聞，皆可以爲輔佐，臣弗若也
10.21,7,乃使欒枝將下軍，先軫佐之
10.21,8,取五鹿，先軫之謀也
10.21,9,郤縠卒，使先軫代之
10.21,10,胥臣佐下軍
10.21,11,公使原季爲卿，辭曰：夫三德者，偃之出也
10.21,12,以德紀民，其章大矣，不可廢也
10.21,13,使狐偃爲卿，辭曰：毛之智，賢於臣，其齒又長
10.21,14,毛也不在位，不敢聞命
10.21,15,乃使狐毛將上軍，狐偃佐之
10.21,16,狐毛卒，使趙衰代之，辭曰：城濮之役，先且居之佐軍也善，軍伐有賞，善君有賞，能其官有賞
10.21,17,且居有三賞，不可廢也
10.21,18,且臣之倫，箕鄭胥嬰先都在
10.21,19,乃使先且居將上軍
10.21,20,公曰：趙衰三讓
10.21,21,其所讓，皆社稷之衛也
10.21,22,廢讓，是廢德也
10.21,23,以趙衰之故，蒐于清原，作五軍
10.21,24,使趙衰將新上軍，箕鄭佐之
10.21,25,胥嬰將新下軍，先都佐之
10.21,26,子犯卒，蒲城伯請佐，公曰：夫趙衰三讓不失義
10.21,27,讓，推賢也
10.21,28,義，廣德也
10.21,29,德廣賢至，又何患矣
10.21,30,請令衰也從子
10.21,31,乃使趙衰佐新上軍
10.22,0,文公學讀書於臼季，三日，曰：吾不能行也咫，聞則多矣
10.22,1,對曰：然而多聞以待能者，不猶愈也
10.23,0,文公問於郭偃曰：始也，吾以治國爲易，今也難
10.23,1,對曰：君以爲易，其難也將至矣
10.23,2,君以爲難，其易也將至焉
10.24,0,文公問於胥臣曰：吾欲使陽處父傅讙也而教誨之，其能善之乎
10.24,1,對曰：是在讙也
10.24,2,蘧蒢不可使俯，戚施不可使仰，僬僥不可使舉，侏儒不可使援，矇瞍不可使視，嚚瘖不可使言，聾聵不可使聽，童昏不可使謀
10.24,3,質將善而賢良贊之，則濟可竢
10.24,4,若有違質，教將不入，其何善之爲
10.24,5,臣聞昔者大任娠文王不變，少溲於豕牢而得文王，不加疾焉
10.24,6,文王在母不憂，在傅弗勤，處師弗煩，事王不怒，孝友二虢，而惠慈二蔡，刑于大姒，比於諸弟
10.24,7,詩云：刑于寡妻，至于兄弟，以御于家邦
10.24,8,於是乎用四方之賢良
10.24,9,及其即位也，詢于八虞，而諮于二虢，度於閎夭而謀於南宫，諏於蔡原而訪於辛尹，重之以周邵畢榮，億寧百神，而柔和萬民
10.24,10,故詩云：惠于宗公，神罔時恫
10.24,11,若是，則文王非專教誨之力也
10.24,12,公曰：然則教無益乎
10.24,13,對曰：胡爲文，益其質
10.24,14,故人生而學，非學不入
10.24,15,公曰：奈夫八疾何
10.24,16,對曰：官師之所材也，戚施直鎛，蘧蒢蒙璆，侏儒扶盧，矇瞍修聲，聾聵司火
10.24,17,童昏嚚瘖僬僥，官師之所不材也，以實裔土
10.24,18,夫教者，因體能質而利之者也
10.24,19,若川然有原，以卬浦而後大
10.25,0,文公即位二年，欲用其民，子犯曰：民未知義，盍納天子以示之義
10.25,1,乃納襄王于周
10.25,2,公曰：可矣乎
10.25,3,對曰：民未知信，盍伐原以示之信
10.25,4,乃伐原
10.25,5,曰：可矣乎
10.25,6,對曰：民未知禮，盍大蒐，備師尚禮以示之
10.25,7,乃大蒐于被廬，作三軍
10.25,8,使郤縠將中軍，以爲大政，郤溱佐之
10.25,9,子犯曰：可矣
10.25,10,遂伐曹衛，出穀戍，釋宋圍，敗楚師于城濮，於是乎遂伯
11.1,0,臼季使，舍于冀野
11.1,1,冀缺薅，其妻饁之，敬，相待如賓
11.1,2,從而問之，冀芮之子也，與之歸
11.1,3,既復命，而進之曰：臣得賢人，敢以告
11.1,4,文公曰：其父有罪，可乎
11.1,5,對曰：國之良也，滅其前惡，是故舜之刑也殛鮌，其舉也興禹
11.1,6,今君之所聞也
11.1,7,齊桓公親舉管敬子，其賊也
11.1,8,公曰：子何以知其賢也
11.1,9,對曰：臣見其不忘敬也
11.1,10,夫敬，德之恪也
11.1,11,恪于德以臨事，其何不濟
11.1,12,公見之，使爲下軍大夫
11.2,0,陽處父如衛，反，過甯，舍于逆旅甯嬴氏
11.2,1,嬴謂其妻曰：吾求君子久矣，今乃得之
11.2,2,舉而從之，陽子道與之語，及山而還
11.2,3,其妻曰：子得所求而不從之，何其懷也
11.2,4,曰：吾見其貌而欲之，聞其言而惡之
11.2,5,夫貌，情之華也
11.2,6,言，貌之機也
11.2,7,身爲情，成於中
11.2,8,言，身之文也
11.2,9,言文而發之，合而後行，離則有釁
11.2,10,今陽子之貌濟，其言匱，非其實也
11.2,11,若中不濟，而外彊之，其卒將復，中以外易矣
11.2,12,若内外類，而言反之，瀆其信也
11.2,13,夫言以昭信，奉之如機，歷時而發之，胡可瀆也
11.2,14,今陽子之情譓矣，以濟蓋也，且剛而主能，不本而犯，怨之所聚也
11.2,15,吾懼未獲其利而及其難，是故去之
11.2,16,朞年，乃有賈季之難，陽子死之
11.3,0,趙宣子言韓獻子於靈公，以爲司馬
11.3,1,河曲之役，趙孟使人以其乘車干行，獻子執而戮之
11.3,2,衆咸曰：韓厥必不没矣
11.3,3,其主朝升之，而暮戮其車，其誰安之
11.3,4,宣子召而禮之，曰：吾聞事君者比而不黨
11.3,5,夫周以舉義，比也
11.3,6,舉以其私，黨也
11.3,7,夫軍事無犯，犯而不隱，義也
11.3,8,吾言女於君，懼女不能也
11.3,9,舉而不能，黨孰大焉
11.3,10,事君而黨，吾何以從政
11.3,11,吾故以是觀女
11.3,12,女勉之
11.3,13,苟從是行也，臨長晉國者，非女其誰
11.3,14,皆告諸大夫曰：二三子可以賀我矣
11.3,15,吾舉厥也而中，吾乃今知免於罪矣
11.4,0,宋人弑昭公，趙宣子請師於靈公以伐宋，公曰：非晉國之急也
11.4,1,對曰：大者天地，其次君臣，所以爲明訓也
11.4,2,今宋人弑其君，是反天地而逆民則也，天必誅焉
11.4,3,晉爲盟主，而不修天罰，將懼及焉
11.4,4,公許之
11.4,5,乃發令于太廟，召軍吏而戒樂正，令三軍之鍾鼓必備
11.4,6,趙同曰：國有大役，不鎮撫民而備鍾鼓，何也
11.4,7,宣子曰：大罪伐之，小罪憚之
11.4,8,襲侵之事，陵也
11.4,9,是故伐備鍾鼓，聲其罪也
11.4,10,戰以錞于丁寧，儆其民也
11.4,11,襲侵密聲，爲蹔事也
11.4,12,今宋人弑其君，罪莫大焉
11.4,13,明聲之，猶恐其不聞也
11.4,14,吾備鍾鼓，爲君故也
11.4,15,乃使旁告於諸侯，治兵振旅，鳴鍾鼓，以至于宋
11.5,0,靈公虐，趙宣子驟諫，公患之，使鉏麑賊之，晨往，則寢門辟矣，盛服將朝，早而假寐
11.5,1,麑退，歎而言曰：趙孟敬哉
11.5,2,夫不忘恭敬，社稷之鎮也
11.5,3,賊國之鎮不忠，受命而廢之不信，享一名于此，不如死
11.5,4,觸庭之槐而死
11.5,5,靈公將殺趙盾，不克
11.5,6,趙穿攻公于桃園，逆公子黑臀而立之，實爲成公
11.6,0,郤獻子聘于齊，齊頃公使婦人觀而笑之
11.6,1,郤獻子怒，歸，請伐齊
11.6,2,范武子退自朝，曰：燮乎，吾聞之，干人之怒，必獲毒焉
11.6,3,夫郤子之怒甚矣，不逞于齊，必發諸晉國
11.6,4,不得政，何以逞怒
11.6,5,余將致政焉，以成其怒，無以内易外也
11.6,6,爾勉從二三子，以承君命，唯敬
11.6,7,乃老
11.7,0,范文子暮退於朝
11.7,1,武子曰：何暮也
11.7,2,對曰：有秦客廋辭于朝，大夫莫之能對也，吾知三焉
11.7,3,武子怒曰：大夫非不能也，讓父兄也
11.7,4,爾童子，而三掩人於朝
11.7,5,吾不在晉國，亡無日矣
11.7,6,擊之以杖，折委笄
11.8,0,靡笄之役，韓獻子將斬人
11.8,1,郤獻子駕，將救之，至，則既斬之矣
11.8,2,郤獻子請以徇，其僕曰：子不將救之乎
11.8,3,獻子曰：敢不分謗乎
11.9,0,靡笄之役，郤獻子傷，曰：余病喙
11.9,1,張侯御，曰：三軍之心，在此車也
11.9,2,其耳目在於旗鼓
11.9,3,車無退表，鼓無退聲，軍事集焉
11.9,4,吾子忍之，不可以言病
11.9,5,受命於廟，受脤於社，甲胄而效死，戎之政也
11.9,6,病未若死，祗以解志
11.9,7,乃左并轡，右援枹而鼓之，馬逸不能止，三軍從之
11.9,8,齊師大敗，逐之，三周華不注之山
11.10,0,靡笄之役，郤獻子師勝而返，范文子後入
11.10,1,武子曰：燮乎，女亦知吾望爾也乎
11.10,2,對曰：夫師，郤子之師也，其事臧
11.10,3,若先，則恐國人之屬耳目于我也，故不敢
11.10,4,武子曰：吾知免矣
11.11,0,靡笄之役，郤獻子見，公曰：子之力也夫
11.11,1,對曰：克也以君命命三軍之士，三軍之士用命，克也何力之有焉
11.11,2,范文子見，公曰：子之力也夫
11.11,3,對曰：燮也受命於中軍，以命上軍之士，上軍之士用命，燮也何力之有焉
11.11,4,欒武子見，公曰：子之力也夫
11.11,5,對曰：書也受命於上軍，以命下軍之士，下軍之士用命，書也何力之有焉
11.12,0,靡笄之役也，郤獻子伐齊
11.12,1,齊侯來，獻之以得殞命之禮，曰：寡君使克也，不腆弊邑之禮，爲君之辱，敢歸諸下執政，以整御人
11.12,2,苗棼皇曰：郤子勇而不知禮，矜其伐而恥國君，其與幾何
11.13,0,梁山崩，以傳召伯宗，遇大車當道而覆，立而辟之，曰：避傳
11.13,1,對曰：傳爲速也，若俟吾避，則加遲矣，不如捷而行
11.13,2,伯宗喜，問其居，曰：絳人也
11.13,3,伯宗曰：何聞
11.13,4,曰：梁山崩而以傳召伯宗
11.13,5,伯宗問曰：乃將若何
11.13,6,對曰：山有朽壤而崩，將若何
11.13,7,夫國主山川，故川涸山崩，君爲之降服出次，乘縵不舉，策於上帝，國三日哭，以禮焉
11.13,8,雖伯宗亦如是而已，其若之何
11.13,9,問其名，不告
11.13,10,請以見，不許
11.13,11,伯宗及絳，以告，而從之
11.14,0,伯宗朝，以喜歸，其妻曰：子貌有喜，何也
11.14,1,曰：吾言於朝，諸大夫皆謂我智似陽子
11.14,2,對曰：陽子華而不實，主言而無謀，是以難及其身
11.14,3,子何喜焉
11.14,4,伯宗曰：吾飲諸大夫酒，而與之語，爾試聽之
11.14,5,曰：諾
11.14,6,既飲，其妻曰：諸大夫莫子若也
11.14,7,然而民不能戴其上久矣，難必及子乎
11.14,8,盍亟索士整庇州犁焉
11.14,9,得畢陽
11.14,10,及欒弗忌之難，諸大夫害伯宗，將謀而殺之
11.14,11,畢陽實送州犁于荆
12.1,0,趙文子冠，見欒武子，武子曰：美哉
12.1,1,昔吾逮事莊主，華則榮矣，實之不知，請務實乎
12.1,2,見中行宣子，宣子曰：美哉
12.1,3,惜也，吾老矣
12.1,4, 
12.1,5,見范文子，文子曰：而今可以戒矣，夫賢者寵至而益戒，不足者爲寵驕
12.1,6,故興王賞諫臣，逸王罰之
12.1,7,吾聞古之王者，政德既成，又聽於民，于是乎使工誦諫於朝，在列者獻詩使勿兜，風聽臚言於市，辨祅祥於謡，考百事於朝，問謗譽於路，有邪而正之，盡戒之術也
12.1,8,先王疾是驕也
12.1,9, 
12.1,10,見郤駒伯，駒伯曰：美哉
12.1,11,然而壯不若老者多矣
12.1,12, 
12.1,13,見韓獻子，獻子曰：戒之，此謂成人
12.1,14,成人在始與善，始與善，善進善，不善蔑由至矣
12.1,15,始與不善，不善進不善，善亦蔑由至矣
12.1,16,如草木之産也，各以其物
12.1,17,人之有冠，猶宫室之有牆屋也，糞除而已，又何加焉
12.1,18,見智武子，武子曰：吾子勉之，成，宣之後而老爲大夫，非恥乎
12.1,19,成子之文，宣子之忠，其可忘乎
12.1,20,夫成子導前志以佐先君，導法而卒以政，可不謂文乎
12.1,21,夫宣子盡諫于襄靈，以諫取惡，不憚死進，可不謂忠乎
12.1,22,吾子勉之，有宣子之忠，而納之以成子之文，事君必濟
12.1,23, 
12.1,24,見苦成叔子，叔子曰：抑年少而執官者衆，吾安容子
12.1,25, 
12.1,26,見温季子，季子曰：誰之不如，可以求之
12.1,27,見張老而語之，張老曰：善矣，從欒伯之言，可以滋
12.1,28,范叔之教，可以大
12.1,29,韓子之戒，可以成
12.1,30,物備矣，志在子
12.1,31,若夫三郤，亡人之言也，何稱述焉
12.1,32,智子之道善矣，是先主覆露子也
12.1,33, 
12.2,0,厲公將伐鄭，范文子不欲，曰：若以吾意，諸侯皆叛，則晉可爲也
12.2,1,唯有諸侯，故擾擾焉
12.2,2,凡諸侯，難之本也
12.2,3,得鄭憂滋長，焉用鄭
12.2,4,郤至曰：然則王者多憂乎
12.2,5,文子曰：我王者也乎哉
12.2,6,夫王者成其德，而遠人以其方賄歸之，故無憂
12.2,7,今我寡德而求王者之功，故多憂
12.2,8,子見無土而欲富者，樂乎哉
12.3,0,厲公六年，伐鄭，且使苦成叔及欒黶興齊魯之師
12.3,1,楚恭王帥東夷救鄭
12.3,2,楚半陣，公使擊之
12.3,3,欒書曰：君使黶也興齊魯之師，請俟之
12.3,4,郤至曰：不可
12.3,5,楚師將退，我擊之，必以勝歸
12.3,6,夫陣不違忌，一閒也
12.3,7,夫南夷與楚來而不與陣，二閒也
12.3,8,夫楚與鄭陣而不與整，三閒也
12.3,9,且其士卒在陣而譁，四閒也
12.3,10,夫衆聞譁則必懼，五閒也
12.3,11,鄭將顧楚，楚將顧夷，莫有鬭心，不可失也
12.3,12,公説
12.3,13,於是敗楚師於鄢陵，欒書是以怨郤至
12.4,0,鄢之戰，郤至以𩎟韋之跗注，三逐楚平王卒，見王必下奔退戰
12.4,1,王使工尹襄問之以弓，曰：方事之殷也，有𩎟韋之跗注，君子也，屬見不穀而下，無乃傷乎
12.4,2,郤至甲胄而見客，免胄而聽命，曰：君之外臣至，以寡君之靈，閒蒙甲胄，不敢當拜君命之辱，爲使者故，敢三肅之
12.4,3,君子曰：勇以知禮
12.5,0,鄢之役，晉人欲爭鄭，范文子不欲，曰：吾聞之，爲人臣者，能内睦而後圖外，不睦内而圖外，必有内爭，盍姑謀睦乎
12.5,1,考訊其阜以出，則怨靖
12.6,0,鄢之役，晉伐鄭，荆救之
12.6,1,大夫欲戰，范文子不欲，曰：吾聞之，君人者刑其民，成，而後振武於外，是以内和而外威
12.6,2,今吾司寇之刀鋸日弊，而斧鉞不行
12.6,3,内猶有不刑，而況外乎
12.6,4,夫戰，刑也，刑之過也
12.6,5,過由大，而怨由細，故以惠誅怨，以忍去過
12.6,6,細無怨而大不過，而後可以武，刑外之不服者
12.6,7,今吾刑外乎大人，而忍於小民，將誰行武
12.6,8,武不行而勝，幸也
12.6,9,幸以爲政，必有内憂
12.6,10,且唯聖人能無外患，又無内憂，詎非聖人，必偏而後可
12.6,11,偏而在外，猶可救也，疾自中起，是難
12.6,12,盍姑釋荆與鄭以爲外患乎
12.7,0,鄢之役，晉伐鄭，荆救之
12.7,1,欒武子將上軍，范文子將下軍
12.7,2,欒武子欲戰，范文子不欲，曰：吾聞之，唯厚德者能受多福，無德而服者衆，必自傷也
12.7,3,稱晉之德，諸侯皆叛，國可以少安
12.7,4,唯有諸侯，故擾擾焉，凡諸侯，難之本也
12.7,5,且唯聖人能無外患又無内憂，詎非聖人，不有外患，必有内憂，盍姑釋荆與鄭以爲外患乎
12.7,6,諸臣之内相與，必將輯睦
12.7,7,今我戰又勝荆與鄭，吾君將伐智而多力，怠教而重斂，大其私暱而益婦人田，不奪諸大夫田，則焉取以益此
12.7,8,諸臣之委室而徒退者，將與幾人
12.7,9,戰若不勝，則晉國之福也
12.7,10,戰若勝，亂地之秩者也，其産將害大，盍姑無戰乎
12.7,11,欒武子曰：昔韓之役，惠公不復舍
12.7,12,邲之役，三軍不振旅
12.7,13,箕之役，先軫不復命：晉國固有大恥三
12.7,14,今我任晉國之政，不毁晉恥，又以違蠻夷重之，雖有後患，非吾所知也
12.7,15,范文子曰：擇福莫若重，擇禍莫若輕，福無所用輕，禍無所用重，晉國故有大恥，與其君臣不相聽以爲諸侯笑也，盍姑以違蠻夷爲恥乎
12.7,16,欒武子不聽，遂與荆人戰于鄢陵，大勝之
12.7,17,於是乎君伐智而多力，怠教而重斂，大其私暱，殺三郤而尸諸朝，納其室以分婦人，於是乎國人不蠲，遂弑諸翼，葬於翼東門之外，以車一乘
12.7,18,厲公之所以死者，唯無德而功烈多，服者衆也
12.8,0,鄢之役，荆壓晉軍，軍吏患之，將謀
12.8,1,范匄自公族趨過之，曰：夷竈堙井，非退而何
12.8,2,范文子執戈逐之，曰：國之存亡，天命也，童子何知焉
12.8,3,且不及而言，姦也，必爲戮
12.8,4,苗賁皇曰：善逃難哉
12.8,5,既退荆師於鄢，將穀，范文子立於戎馬之前，曰：君幼弱，諸臣不佞，吾何福以及此
12.8,6,吾聞之，天道無親，唯德是授
12.8,7,吾庸知天之不授晉且以勸楚乎，君與二三臣其戒之
12.8,8,夫德，福之基也，無德而福隆，猶無基而厚墉也，其壞也無日矣
12.9,0,反自鄢，范文子謂其宗祝曰：君驕泰而有烈，夫以德勝者猶懼失之，而況驕泰乎
12.9,1,君多私，今以勝歸，私必昭
12.9,2,昭私，難必作，吾恐及焉
12.9,3,凡吾宗祝，爲我祈死，先難爲免
12.9,4,七年夏，范文子卒
12.9,5,冬，難作，始於三郤，卒於公
12.10,0,既戰，獲王子發鉤
12.10,1,欒書謂王子發鉤曰：子告君曰：郤至使人勸王戰，及齊魯之未至也
12.10,2,且夫戰也，微郤至王必不免
12.10,3,吾歸子
12.10,4,發鉤告君，君告欒書，欒書曰：臣固聞之，郤至欲爲難，使苦成叔緩齊魯之師，己勸君戰，戰敗，將納孫周，事不成，故免楚王
12.10,5,然戰而擅捨國君，而受其問，不亦大罪乎
12.10,6,且今君若使之於周，必見孫周
12.10,7,君曰：諾
12.10,8,欒書使人謂孫周曰：郤至將往，必見之
12.10,9,郤至聘於周，公使覘之，見孫周
12.10,10,是故使胥之昧與夷羊五剌郤至苦成叔及郤錡，郤錡謂郤至曰：君不道於我，我欲以吾宗與吾黨夾而攻之，雖死必敗，君必危，其可乎
12.10,11,郤至曰：不可
12.10,12,至聞之，武人不亂，智人不詐，仁人不黨
12.10,13,夫利君之富，富以聚黨，利黨以危君，君之殺我也後矣
12.10,14,且衆何罪，鈞之死也，不若聽君之命
12.10,15,是故皆自殺
12.10,16,既刺三郤，欒書弑厲公，乃納孫周而立之，實爲悼公
12.11,0,長魚矯既殺三郤，及脅欒中行而言於公曰：不殺此二子者，憂必及君
12.11,1,公曰：一旦而尸三卿，不可益也
12.11,2,對曰：臣聞之，亂在内爲宄，在外爲姦，御宄以德，御姦以刑
12.11,3,今治政而内亂，不可謂德
12.11,4,除鯁而避彊，不可謂刑
12.11,5,德刑不立，姦宄並至，臣脆弱，不能忍俟也
12.11,6,乃奔狄
12.11,7,三月，厲公弑
12.12,0,欒武子中行獻子圍公于匠麗氏，乃召韓獻子，獻子辭曰：弑君以求威，非吾所能爲也
12.12,1,威行爲不仁，事廢爲不智，享一利亦得一惡，非所務也
12.12,2,昔者吾畜於趙氏，趙孟姬之讒，吾能違兵
12.12,3,人有言曰：殺老牛莫之敢尸
12.12,4,而況君乎
12.12,5,二三子不能事君，安用厥也
12.12,6,中行偃欲伐之，欒書曰：不可
12.12,7,其身果而辭順
12.12,8,順無不行，果無不徹，犯順不祥，伐果不克，夫以果戾順行，民不犯也，吾雖欲攻之，其能乎
12.12,9,乃止
13.1,0,既弑厲公，欒武子使智武子彘恭子如周迎悼公
13.1,1,庚午，大夫逆于清原
13.1,2,公言於諸大夫曰：孤始願不及此，孤之及此，天也
13.1,3,抑人之有元君，將稟命焉
13.1,4,若稟而棄之，是焚穀也
13.1,5,其稟而不材，是穀不成也
13.1,6,穀之不成，孤之咎也
13.1,7,成而焚之，二三子之虐也
13.1,8,孤欲長處其願，出令將不敢不成，二三子爲令之不從，故求元君而訪焉
13.1,9,孤之不元，廢也，其誰怨
13.1,10,元而以虐奉之，二三子之制也
13.1,11,若欲奉元以濟大義，將在今日
13.1,12,若欲暴虐以離百姓，反易民常，亦在今日
13.1,13,圖之進退，願由今日
13.1,14,大夫對曰：君鎮撫群臣而大庇廕之，無乃不堪君訓而陷於大戮，以煩刑史，辱君之允令，敢不承業
13.1,15,乃盟而入
13.1,16,辛巳，朝于武宫
13.1,17,定百事，立百官，育門子，選賢良，興舊族，出滯賞，畢故刑，赦囚繫，宥閒罪，薦積德，逮鰥寡，振廢淹，養老幼，恤孤疾，年過七十，公親見之，稱曰王父，敢不承
13.2,0,二月乙酉，公即位
13.2,1,使呂宣子將下軍，曰：邲之役，呂錡佐智莊子於上軍，獲楚公子穀臣與連尹襄老，以免子羽
13.2,2,鄢之役，親射楚王而敗楚師，以定晉國而無後，其子孫不可不崇也
13.2,3,使彘恭子將新軍，曰：武子之季文子之母弟也
13.2,4,武子宣法以定晉國，至於今是用
13.2,5,文子勤身以定諸侯，至於今是賴
13.2,6,夫二子之德，其可忘乎
13.2,7,故以彘季屏其宗
13.2,8,使令狐文子佐之，曰：昔克潞之役，秦來圖敗晉功，魏顆以其身卻退秦師于輔氏，親止杜回，其勳銘於景鍾
13.2,9,至于今不育，其子不可不興也
13.2,10,君知士貞子之帥志博聞而宣惠於教也，使爲太傅
13.2,11,知右行辛之能以數宣物定功也，使爲元司空
13.2,12,知欒糾之能御以和于政也，使爲戎御
13.2,13,知荀賓之有力而不暴也，使爲戎右
13.2,14,欒伯請公族大夫，公曰：荀家惇惠，荀會文敏，黶也果敢，無忌鎮靜，使兹四人者爲之
13.2,15,夫膏粱之性難正也，故使惇惠者教之，使文敏者導之，使果敢者諗之，使鎮靜者修之
13.2,16,惇惠者教之，則徧而不倦
13.2,17,文敏者導之，則婉而入
13.2,18,果敢者諗之，則過不隱
13.2,19,鎮靜者修之，則壹
13.2,20,使兹四人者爲公族大夫
13.2,21, 
13.2,22,公知祁奚之果而不淫也，使爲元尉
13.2,23,知羊舌職之聰敏肅給也，使佐之
13.2,24,知魏絳之勇而不亂也，使爲元司馬
13.2,25,知張老之智而不詐也，使爲元候
13.2,26,知鐸遏寇之恭敬而信彊也，使爲輿尉
13.2,27,知籍偃之惇帥舊職而恭給也，使爲輿司馬
13.2,28,知程鄭端而不淫，且好諫而不隱也，使爲贊僕
13.3,0,始合諸侯于虚朾以救宋，使張老延君譽于四方，且觀道逆者
13.3,1,呂宣子卒，公以趙文子爲文也，而能恤大事，使佐新軍
13.3,2,三年，公始合諸侯
13.3,3,四年，諸侯會于雞丘，於是乎布命結援修好申盟而還
13.3,4,令狐文子卒，公以魏絳爲不犯，使佐新軍
13.3,5,使張老爲司馬，使范獻子爲候奄
13.3,6,公譽達于戎
13.3,7,五年，諸戎來請服，使魏莊子盟之，於是乎始復霸
13.3,8,四年，會諸侯於雞丘，魏絳爲中軍司馬，公子揚干亂行於曲梁，魏絳斬其僕
