段落,小句,内容
襄29.10,2,射者三耦
襄29.10,3,公臣不足，取於家臣
襄29.10,4,家臣，展瑕展王父爲一耦
襄29.10,5,公臣，公巫召伯仲顏莊叔爲一耦，鄫鼓父黨叔爲一耦
襄29.11,0,晉侯使司馬女叔侯來治杞田，弗盡歸也
襄29.11,1,晉悼夫人慍曰：齊也取貨，先君若有知也，不尚取之
襄29.11,2,公告叔侯
襄29.11,3,叔侯曰：虞虢焦滑霍楊韓魏，皆姬姓也，晉是以大
襄29.11,4,若非侵小，將何所取
襄29.11,5,武獻以下，兼國多矣，誰得治之
襄29.11,6,杞，夏餘也，而即東夷
襄29.11,7,魯，周公之後也，而睦於晉
襄29.11,8,以杞封魯猶可，而何有焉
襄29.11,9,魯之於晉也，職貢不乏，玩好時至，公卿大夫相繼於朝，史不絕書，府無虛月
襄29.11,10,如是可矣，何必瘠魯以肥杞
襄29.11,11,且先君而有知也，毋寧夫人，而焉用老臣
襄29.12,0,杞文公來盟，書曰子，賤之也
襄29.13,0,吳公子札來聘，見叔孫穆子，說之
襄29.13,1,謂穆子曰：子其不得死乎
襄29.13,2,好善而不能擇人
襄29.13,3,吾聞君子務在擇人
襄29.13,4,吾子爲魯宗卿，而任其大政，不慎舉，何以堪之
襄29.13,5,禍必及子
襄29.13,6,請觀於周樂
襄29.13,7,使工爲之歌周南召南，曰：美哉
襄29.13,8,始基之矣，猶未也，然勤而不怨矣
襄29.13,9,爲之歌邶鄘衛，曰：美哉淵乎
襄29.13,10,憂而不困者也
襄29.13,11,吾聞衛康叔武公之德如是，是其衛風乎
襄29.13,12,爲之歌王，曰：美哉
襄29.13,13,思而不懼，其周之東乎
襄29.13,14,爲之歌鄭，曰：美哉
襄29.13,15,其細已甚，民弗堪也
襄29.13,16,是其先亡乎
襄29.13,17,爲之歌齊，曰：美哉，泱泱乎
襄29.13,18,大風也哉
襄29.13,19,表東海者，其大公乎
襄29.13,20,國未可量也
襄29.13,21,爲之歌豳，曰：美哉，蕩乎
襄29.13,22,樂而不淫，其周公之東乎
襄29.13,23,爲之歌秦，曰：此之謂夏聲
襄29.13,24,夫能夏則大，大之至也，其周之舊乎
襄29.13,25,爲之歌魏，曰：美哉，渢渢乎
襄29.13,26,大而婉，險而易行，以德輔此，則明主也
襄29.13,27,爲之歌唐，曰：思深哉
襄29.13,28,其有陶唐氏之遺民乎
襄29.13,29,不然，何其憂之遠也
襄29.13,30,非令德之後，誰能若是
襄29.13,31,爲之歌陳，曰：國無主，其能久乎
襄29.13,32,自鄶以下無譏焉
襄29.13,33,爲之歌小雅，曰：美哉
襄29.13,34,思而不貳，怨而不言，其周德之衰乎
襄29.13,35,猶有先王之遺民焉
襄29.13,36,爲之歌大雅，曰：廣哉，熙熙乎
襄29.13,37,曲而有直體，其文王之德乎
襄29.13,38,爲之歌頌，曰：至矣哉
襄29.13,39,直而不倨，曲而不屈，邇而不偪，遠而不攜，遷而不淫，復而不厭，哀而不愁，樂而不荒，用而不匱，廣而不宣，施而不費，取而不貪，處而不底，行而不流
襄29.13,40,五聲和，八風平
襄29.13,41,節有度，守有序，盛德之所同也
襄29.14,0,秋九月，齊公孫蠆公孫竈放其大夫高止於北燕
襄29.14,1,乙未，出
襄29.14,2,書曰出奔，罪高止也
襄29.14,3,高止好以事自爲功，且專，故難及之
襄29.15,0,冬，孟孝伯如晉，報范叔也
襄29.16,0,爲高氏之難故，高豎以盧叛
襄29.16,1,十月庚寅，閭丘嬰帥師圍盧
襄29.16,2,高豎曰：苟使高氏有後，請致邑
襄29.16,3,齊人立敬仲之曾孫酀，良敬仲也
襄29.16,4,十一月乙卯，高豎致盧而出奔晉，晉人城緜而寘旃
襄29.17,0,鄭伯有使公孫黑如楚，辭曰：楚鄭方惡，而使余往，是殺余也
襄29.17,1,伯有曰：世行也
襄29.17,2,子皙曰：可則往，難則已，何世之有
襄29.17,3,伯有將强使之
襄29.17,4,子皙怒，將伐伯有氏，大夫和之
襄29.17,5,十二月己巳，鄭大夫盟於伯有氏
襄29.17,6,裨諶曰：是盟也，其與幾何
襄29.17,7,詩曰：君子屢盟，亂是用長
襄29.17,8,今是長亂之道也，禍未歇也，必三年而後能紓
襄29.17,9,然明曰：政將焉往
襄29.17,10,裨諶曰：善之代不善，天命也，其焉辟子產
襄29.17,11,舉不踰等，則位班也
襄29.17,12,擇善而舉，則世隆也
襄29.17,13,天又除之，奪伯有魄，子西即世，將焉辟之
襄29.17,14,天禍鄭久矣，其必使子產息之，乃猶可以戾
襄29.17,15,不然，將亡矣
襄30.1,0,三十年春王正月，楚子使薳罷來聘，通嗣君也
襄30.1,1,穆叔問王子圍之爲政何如
襄30.1,2,對曰：吾儕小人食而聽事，猶懼不給命，而不免於戾，焉與知政
襄30.1,3,固問焉，不告
襄30.1,4,穆叔告大夫曰：楚令尹將有大事，子蕩將與焉助之，匿其情矣
襄30.2,0,子產相鄭伯以如晉，叔向問鄭國之政焉
襄30.2,1,對曰：吾得見與否，在此歲也
襄30.2,2,駟良方爭，未知所成
襄30.2,3,若有所成，吾得見，乃可知也
襄30.2,4,叔向曰：不既和矣乎
襄30.2,5,對曰：伯有侈而愎，子皙好在人上，莫能相下也
襄30.2,6,雖其和也，猶相積惡也，惡至無日矣
襄30.3,0,二月癸未，晉悼夫人食輿人之城杞者，絳縣人或年長矣，無子而往，與於食
襄30.3,1,有與疑年，使之年
襄30.3,2,曰：臣，小人也，不知紀年
襄30.3,3,臣生之歲，正月甲子朔，四百有四十五甲子矣，其季於今三之一也
襄30.3,4,吏走問諸朝
襄30.3,5,師曠曰：魯叔仲惠伯會郤成子于承匡之歲也
襄30.3,6,是歲也，狄伐魯，叔孫莊叔於是乎敗狄于鹹，獲長狄僑如及虺也豹也，而皆以名其子
襄30.3,7,七十三年矣
襄30.3,8,史趙曰：亥有二首六身，下二如身，是其日數也
襄30.3,9,士文伯曰：然則二萬六千六百有六旬也
襄30.3,10,趙孟問其縣大夫，則其屬也
襄30.3,11,召之而謝過焉，曰：武不才，任君之大事，以晉國之多虞，不能由吾子，使吾子辱在泥塗久矣，武之罪也
襄30.3,12,敢謝不才
襄30.3,13,遂仕之，使助爲政
襄30.3,14,辭以老
襄30.3,15,與之田，使爲君復陶，以爲絳縣師，而廢其輿尉
襄30.4,0,夏四月己亥，鄭伯及其大夫盟
襄30.4,1,君子是以知鄭難之不已也
襄30.5,0,蔡景侯爲大子般娶於楚，通焉
襄30.5,1,大子弒景侯
襄30.6,0,初，王儋季卒，其子括將見王，而歎
襄30.6,1,單公子愆期爲靈王御士，過諸廷，聞其歎，而言曰：烏乎
襄30.6,2,必有此夫
襄30.6,3,入以告王，且曰：必殺之
襄30.6,4,不慼而願大，視躁而足高，心在他矣
襄30.6,5,不殺，必害
襄30.6,6,王曰：童子何知
襄30.6,7,及靈王崩，儋括欲立王子佞夫
襄30.6,8,佞夫弗知
襄30.6,9,戊子，儋括圍蔿，逐成愆
襄30.6,10,成愆奔平畤
襄30.6,11,五月癸巳，尹言多劉毅單蔑甘過鞏成殺佞夫
襄30.6,12,括瑕廖奔晉
襄30.6,13,書曰天王殺其弟佞夫，罪在王也
襄30.7,0,或叫于宋太廟，曰：譆譆，出出
襄30.7,1,鳥鳴于亳社，如曰譆譆
襄30.7,2,甲午，宋大災
襄30.7,3,宋伯姬卒，待姆也
襄30.7,4,君子謂宋共姬：女而不婦
襄30.7,5,女待人，婦義事也
襄30.8,0,六月，鄭子產如陳蒞盟，歸，復命
襄30.8,1,告大夫曰：陳，亡國也，不可與也
襄30.8,2,聚禾粟，繕城郭，恃此二者，而不撫其民
襄30.8,3,其君弱植，公子侈，大子卑，大夫敖，政多門，以介於大國，能無亡乎
襄30.8,4,不過十年矣
襄30.9,0,秋七月，叔弓如宋，葬共姬也
襄30.10,0,鄭伯有耆酒，爲窟室，而夜飲酒，擊鐘焉
襄30.10,1,朝至，未已
襄30.10,2,朝者曰：公焉在
襄30.10,3,其人曰：吾公在壑谷
襄30.10,4,皆自朝布路而罷
襄30.10,5,既而朝，則又將使子皙如楚，歸而飲酒
襄30.10,6,庚子，子皙以駟氏之甲伐而焚之
襄30.10,7,伯有奔雍梁，醒而後知之
襄30.10,8,遂奔許
襄30.11,0,楚公子圍殺大司馬蔿掩而取其室
襄30.11,1,申無宇曰：王子必不免
襄30.11,2,善人，國之主也
襄30.11,3,王子相楚國，將善是封殖，而虐之，是禍國也
襄30.11,4,且司馬，令尹之偏，而王之四體也
襄30.11,5,絕民之主，去身之偏，艾王之體，以禍其國，無不祥大焉
襄30.11,6,何以得免
襄30.12,0,爲宋災故，諸侯之大夫會，以謀歸宋財
襄30.12,1,冬十月，叔孫豹會晉趙武齊公孫蠆宋向戌衛北宮佗鄭罕虎及小邾之大夫會于澶淵
襄30.12,2,既而無歸於宋，故不書其人
襄30.13,0,鄭子皮授子產政
襄30.13,1,辭曰：國小而偪，族大寵多，不可爲也
襄30.13,2,子皮曰：虎帥以聽，誰敢犯子
襄30.13,3,子善相之
襄30.13,4,國無小，小能事大，國乃寬
襄31.1,0,三十一年春王正月，穆叔至自會
襄31.1,1,見孟孝伯，語之曰：趙孟將死矣
襄31.1,2,其語偷，不似民主
襄31.1,3,且年未盈五十，而諄諄焉如八九十者，弗能久矣
襄31.1,4,若趙孟死，爲政者其韓子乎
襄31.1,5,吾子盍與季孫言之，可以樹善，君子也
襄31.1,6,晉君將失政矣，若不樹焉，使早備魯，既而政在大夫，韓子懦弱，大夫多貪，求欲無厭，齊楚未足與也，魯其懼哉
襄31.1,7,孝伯曰：人生幾何，誰能無偷
襄31.1,8,朝不及夕，將安用樹
襄31.1,9,穆叔出，而告人曰：孟孫將死矣
襄31.1,10,吾語諸趙孟之偷也，而又甚焉
襄31.1,11,又與季孫語晉故，季孫不從
襄31.1,12,及趙文子卒，晉公室卑，政在侈家
襄31.1,13,韓宣子爲政，不能圖諸侯
襄31.1,14,魯不堪晉求，讒慝弘多，是以有平丘之會
襄31.2,0,齊子尾害閭丘嬰，欲殺之，使帥師以伐陽州
襄31.2,1,我問師故
襄31.2,2,夏五月，子尾殺閭丘嬰，以說于我師
襄31.2,3,工僂灑渻竈孔虺賈寅出奔莒
襄31.2,4,出群公子
襄31.3,0,公作楚宮
襄31.3,1,穆叔曰：大誓云：民之所欲，天必從之
襄31.3,2,君欲楚也夫，故作其宮
襄31.3,3,若不復適楚，必死是宮也
襄31.3,4,六月辛巳，公薨于楚宮
襄31.4,0,己亥，孟孝伯卒
襄31.5,0,冬十月，滕成公來會葬，惰而多涕
襄31.5,1,子服惠伯曰：滕君將死矣
襄31.5,2,怠於其位，而哀已甚，兆於死所矣，能無從乎
襄31.6,0,癸酉，葬襄公
襄31.7,0,鄭子皮使印段如楚，以適晉告，禮也
襄31.8,0,莒犁比公生去疾及展輿
襄31.8,1,既立展輿，又廢之
襄31.8,2,犁比公虐，國人患之
襄31.8,3,十一月，展輿因國人以攻莒子，弒之，乃立
襄31.8,4,去疾奔齊，齊出也
襄31.8,5,展輿，吳出也
襄31.8,6,書曰莒人弒其君買朱鉏，言罪之在也
襄31.9,0,吳子使屈狐庸聘于晉，通路也
襄31.9,1,趙文子問焉，曰：延州來季子其果立乎
襄31.9,2,巢隕諸樊，閽戕戴吳，天似啓之，何如
襄31.9,3,對曰：不立
襄31.9,4,是二王之命也，非啓季子也
襄31.9,5,若天所啓，其在今嗣君乎
襄31.9,6,甚德而度
襄31.9,7,德不失民，度不失事
襄31.9,8,民親而事有序，其天所啓也
襄31.9,9,有吳國者，必此君之子孫實終之
襄31.9,10,季子，守節者也
襄31.9,11,雖有國，不立
襄31.10,0,十二月，北宮文子相衛襄公以如楚，宋之盟故也
襄31.10,1,過鄭，印段迋勞于棐林，如聘禮而以勞辭
襄31.10,2,文子入聘
襄31.10,3,子羽爲行人，馮簡子與子大叔逆客
襄31.10,4,事畢而出，言於衛侯曰：鄭有禮，其數世之福也，其無大國之討乎
襄31.10,5,詩云：誰能執熱，逝不以濯
襄31.10,6,禮之於政，如熱之有濯也
襄31.10,7,濯以救熱，何患之有
襄31.11,0,鄭人游于鄉校，以論執政
襄31.11,1,然明謂子產曰：毀鄉校何如
襄31.11,2,子產曰：何爲
襄31.11,3,夫人朝夕退而游焉，以議執政之善否
襄31.11,4,其所善者，吾則行之
襄31.11,5,其所惡者，吾則改之，是吾師也
襄31.11,6,若之何毀之
襄31.11,7,我聞忠善以損怨，不聞作威以防怨
襄31.11,8,豈不遽止
襄31.11,9,然猶防川
襄31.11,10,大決所犯，傷人必多，吾不克救也
襄31.11,11,不如小決使道，不如吾聞而藥之也
襄31.11,12,然明曰：蔑也今而後知吾子之信可事也
襄31.11,13,小人實不才，若果行此，其鄭國實賴之，豈唯二三臣
襄31.12,0,子皮欲使尹何爲邑
襄31.12,1,子產曰：少，未知可否
襄31.12,2,子皮曰：愿，吾愛之，不吾叛也
襄31.12,3,使夫往而學焉，夫亦愈知治矣
襄31.12,4,子產曰：不可
襄31.12,5,人之愛人，求利之也
襄31.12,6,今吾子愛人則以政，猶未能操刀而使割也，其傷實多
襄31.12,7,子之愛人，傷之而已，其誰敢求愛於子
襄31.12,8,子於鄭國，棟也
襄31.12,9,棟折榱崩，僑將厭焉，敢不盡言
襄31.12,10,子有美錦，不使人學製焉
襄31.12,11,大官大邑，身之所庇也，而使學者製焉，其爲美錦不亦多乎
襄31.12,12,僑聞學而後入政，未聞以政學者也
襄31.12,13,若果行此，必有所害
襄31.12,14,譬如田獵，射御貫，則能獲禽，若未嘗登車射御，則敗績厭覆是懼，何暇思獲
襄31.12,15,子皮曰：善哉
襄31.12,16,虎不敏
襄31.12,17,吾聞君子務知大者遠者，小人務知小者近者
襄31.12,18,我，小人也
襄31.12,19,衣服附在吾身，我知而慎之
襄31.12,20,大官大邑所以庇身也，我遠而慢之
襄31.12,21,微子之言，吾不知也
襄31.12,22,他日我曰，子爲鄭國，我爲吾家，以庇焉，其可也
襄31.12,23,今而後知不足
襄31.12,24,自今請，雖吾家，聽子而行
襄31.12,25,子產曰：人心之不同如其面焉，吾豈敢謂子面如吾面乎
襄31.12,26,抑心所謂危，亦以告也
襄31.12,27,子皮以爲忠，故委政焉，子產是以能爲鄭國
襄31.13,0,衛侯在楚，北宮文子見令尹圍之威儀，言於衛侯曰：令尹似君矣，將有他志
襄31.13,1,雖獲其志，不能終也
襄31.13,2,詩云：靡不有初，鮮克有終
襄31.13,3,終之實難，令尹其將不免
襄31.13,4,公曰：子何以知之
襄31.13,5,對曰：詩云：敬慎威儀，惟民之則
襄31.13,6,令尹無威儀，民無則焉
襄31.13,7,民所不則，以在民上，不可以終
襄31.13,8,公曰：善哉
襄31.13,9,何謂威儀
襄31.13,10,對曰：有威而可畏謂之威，有儀而可象謂之儀
襄31.13,11,君有君之威儀，其臣畏而愛之，則而象之，故能有其國家，令聞長世
襄31.13,12,臣有臣之威儀，其下畏而愛之，故能守其官職，保族宜家
襄31.13,13,順是以下皆如是，是以上下能相固也
襄31.13,14,衛詩曰威儀棣棣，不可選也，言君臣上下父子兄弟內外大小皆有威儀也
襄31.13,15,周詩曰朋友攸攝，攝以威儀，言朋友之道必相教訓以威儀也
襄31.13,16,周書數文王之德，曰大國畏其力，小國懷其德，言畏而愛之也
襄31.13,17,詩云不識不知，順帝之則，言則而象之也
襄31.13,18,紂囚文王七年，諸侯皆從之囚，紂於是乎懼而歸之，可謂愛之
襄31.13,19,文王伐崇，再駕而降爲臣，蠻夷帥服，可謂畏之
襄31.13,20,文王之功，天下誦而歌舞之，可謂則之
襄31.13,21,文王之行，至今爲法，可謂象之
襄31.13,22,有威儀也
襄31.13,23,故君子在位可畏，施舍可愛，進退可度，周旋可則，容止可觀，作事可法，德行可象，聲氣可樂
襄31.13,24,動作有文，言語有章，以臨其下，謂之有威儀也
昭1.1,0,元年春，楚公子圍聘于鄭，且娶於公孫段氏
昭1.1,1,伍舉爲介
昭1.1,2,將入館，鄭人惡之，使行人子羽與之言，乃館於外
昭1.1,3,既聘，將以衆逆
昭1.1,4,子產患之，使子羽辭，曰：以敝邑褊小，不足以容從者，請墠聽命
昭1.1,5,令尹命大宰伯州犁對曰：君辱貺寡大夫圍，謂圍將使豐氏撫有而室
昭1.1,6,圍布几筵，告於莊共之廟而來
昭1.1,7,若野賜之，是委君貺於草莽也，是寡大夫不得列於諸卿也
昭1.1,8,不寧唯是，又使圍蒙其先君，將不得爲寡君老，其蔑以復矣
昭1.1,9,唯大夫圖之
昭1.1,10,子羽曰：小國無罪，恃實其罪
昭1.1,11,將恃大國之安靖己，而無乃包藏禍心以圖之
昭1.1,12,小國失恃，而懲諸侯，使莫不憾者，距違君命，而有所壅塞不行是懼
昭1.1,13,不然，敝邑，館人之屬也，其敢愛豐氏之祧
昭1.1,14,伍舉知其有備也，請垂櫜而入
昭1.1,15,許之
昭1.2,0,季武子伐莒，取鄆
昭1.2,1,莒人告於會
昭1.2,2,楚告於晉曰：尋盟未退，而魯伐莒，瀆齊盟，請戮其使
昭1.3,0,令尹享趙孟，賦大明之首章
昭1.3,1,趙孟賦小宛之二章
昭1.3,2,事畢，趙孟謂叔向曰：令尹自以爲王矣，何如
昭1.3,3,對曰：王弱，令尹彊，其可哉
昭1.3,4,雖可，不終
昭1.3,5,趙孟曰：何故
昭1.3,6,對曰：彊以克弱而安之，彊不義也
昭1.3,7,不義而彊，其斃必速
昭1.3,8,詩曰赫赫宗周，褒姒滅之，彊不義也
昭1.3,9,令尹爲王，必求諸侯
昭1.3,10,晉少懦矣，諸侯將往
昭1.3,11,若獲諸侯，其虐滋甚，民弗堪也，將何以終
昭1.3,12,夫以彊取，不義而克，必以爲道
昭1.3,13,道以淫虐，弗可久已矣
昭1.4,0,夏四月，趙孟叔孫豹曹大夫入于鄭，鄭伯兼享之
昭1.4,1,子皮戒趙孟，禮終，趙孟賦瓠葉
昭1.4,2,子皮遂戒穆叔，且告之
昭1.4,3,穆叔曰：趙孟欲一獻，子其從之
昭1.4,4,子皮曰：敢乎
昭1.4,5,穆叔曰：夫人之所欲也，又何不敢
昭1.4,6,及享，具五獻之籩豆於幕下
昭1.4,7,趙孟辭，私於子產曰：武請於冢宰矣
昭1.4,8,乃用一獻
昭1.4,9,趙孟爲客
昭1.4,10,禮終乃宴
昭1.4,11,穆叔賦鵲巢，趙孟曰：武不堪也
昭1.4,12,又賦采蘩，曰：小國爲蘩，大國省穡而用之，其何實非命
昭1.4,13,子皮賦野有死麇之卒章，趙孟賦常棣，且曰：吾兄弟比以安，尨也可使無吠
昭1.4,14,穆叔子皮及曹大夫興，拜，舉兕爵，曰：小國賴子，知免於戾矣
昭1.4,15,飲酒樂，趙孟出，曰：吾不復此矣
昭1.5,0,天王使劉定公勞趙孟於潁，館於雒汭
昭1.5,1,劉子曰：美哉禹功
昭1.5,2,明德遠矣
昭1.5,3,微禹，吾其魚乎
昭1.5,4,吾與子弁冕端委，以治民臨諸侯，禹之力也
昭1.5,5,子盍亦遠績禹功而大庇民乎
昭1.5,6,對曰：老夫罪戾是懼，焉能恤遠
昭1.5,7,吾儕偷食，朝不謀夕，何其長也
昭1.5,8,劉子歸，以語王曰：諺所謂老將知而耄及之者，其趙孟之謂乎
昭1.5,9,爲晉正卿，以主諸侯，而儕於隸人，朝不謀夕，棄神人矣
昭1.5,10,神怒民叛，何以能久
昭1.5,11,趙孟不復年矣
昭1.5,12,神怒，不歆其祀
昭1.5,13,民叛，不即其事
昭1.5,14,祀事不從，又何以年
昭1.6,0,叔孫歸，曾夭御季孫以勞之
昭1.6,1,旦及日中不出
昭1.6,2,曾夭謂曾阜，曰：旦及日中，吾知罪矣
昭1.6,3,魯以相忍爲國也
昭1.6,4,忍其外，不忍其內，焉用之
昭1.6,5,阜曰：數月於外，一旦於是，庸何傷
昭1.6,6,賈而欲贏，而惡囂乎
昭1.6,7,阜謂叔孫曰：可以出矣
昭1.6,8,叔孫指楹，曰：雖惡是，其可去乎
昭1.6,9,乃出見之
昭1.7,0,鄭徐吾犯之妹美，公孫楚聘之矣，公孫黑又使强委禽焉
昭1.7,1,犯懼，告子產
昭1.7,2,子產曰：是國無政，非子之患也
昭1.7,3,唯所欲與
昭1.7,4,犯請於二子，請使女擇焉
昭1.7,5,皆許之
昭1.7,6,子皙盛飾入，布幣而出
昭1.7,7,子南戎服入，左右射，超乘而出
昭1.7,8,女自房觀之，曰：子皙信美矣，抑子南，夫也
昭1.7,9,夫夫婦婦，所謂順也
昭1.7,10,適子南氏
昭1.7,11,子皙怒，既而櫜甲以見子南，欲殺之而取其妻
昭1.7,12,子南知之，執戈逐之，及衝，擊之以戈
昭1.7,13,子皙傷而歸，告大夫曰：我好見之，不知其有異志也，故傷
昭1.8,0,秦后子有寵於桓，如二君於景
昭1.8,1,其母曰：弗去，懼選
昭1.8,2,癸卯，鍼適晉，其車千乘
昭1.8,3,書曰秦伯之弟鍼出奔晉，罪秦伯也
昭1.9,0,鄭爲游楚亂故，六月丁巳，鄭伯及其大夫盟于公孫段氏
昭1.9,1,罕虎公孫僑公孫段印段游吉駟帶私盟于閨門之外，實薰隧
昭1.9,2,公孫黑强與於盟，使大史書其名，且曰七子
昭1.9,3,子產弗討
昭1.10,0,晉中行穆子敗無終及群狄于大原，崇卒也
昭1.10,1,將戰，魏舒曰：彼徒我車，所遇又阨，以什共車，必克
昭1.10,2,困諸阨，又克
昭1.10,3,請皆卒，自我始
昭1.10,4,乃毀車以爲行，五乘爲三伍
昭1.10,5,荀吳之嬖人不肯即卒，斬以徇
昭1.10,6,爲五陳以相離，兩於前，伍於後，專爲右角，參爲左角，偏爲前拒，以誘之
昭1.10,7,翟人笑之
昭1.10,8,未陳而薄之，大敗之
昭1.11,0,莒展輿立，而奪群公子秩
昭1.11,1,公子召去疾于齊
昭1.11,2,秋，齊公子鉏納去疾，展輿奔吳
昭1.12,0,晉侯有疾，鄭伯使公孫僑如晉聘，且問疾
昭1.12,1,叔向問焉，曰：寡君之疾病，卜人曰實沈臺駘爲祟，史莫之知
昭1.12,2,敢問此何神也
昭1.12,3,子產曰：昔高辛氏有二子，伯曰閼伯，季曰實沈，居于曠林，不相能也，日尋干戈，以相征討
昭1.12,4,后帝不臧，遷閼伯于商丘，主辰
昭1.12,5,商人是因，故辰爲商星
昭1.12,6,遷實沈于大夏，主參，唐人是因，以服事夏商
昭1.12,7,其季世曰唐叔虞
昭1.12,8,當武王邑姜方震大叔，夢帝謂己：余命而子曰虞，將與之唐，屬諸參，而蕃育其子孫
昭1.12,9,及生，有文在其手曰虞，遂以命之
昭1.12,10,及成王滅唐，而封大叔焉，故參爲晉星
昭1.12,11,由是觀之，則實沈，參神也
昭1.12,12,昔金天氏有裔子曰昧，爲玄冥師，生允格臺駘
昭1.12,13,臺駘能業其官，宣汾洮，障大澤，以處大原
昭1.12,14,帝用嘉之，封諸汾川，沈姒蓐黃實守其祀
昭1.12,15,今晉主汾而滅之矣
昭1.12,16,由是觀之，則臺駘，汾神也
昭1.12,17,抑此二者，不及君身
昭1.12,18,山川之神，則水旱癘疫之災於是乎禜之
昭1.12,19,日月星辰之神，則雪霜風雨之不時，於是乎禜之
昭1.12,20,若君身，則亦出入飲食哀樂之事也，山川星辰之神又何爲焉
昭1.12,21,僑聞之，君子有四時：朝以聽政，晝以訪問，夕以脩令，夜以安身
昭1.12,22,於是乎節宣其氣，勿使有所壅閉湫底以露其體，茲心不爽，而昏亂百度
昭1.12,23,今無乃壹之，則生疾矣
昭1.12,24,僑又聞之，內官不及同姓，其生不殖
昭1.12,25,美先盡矣，則相生疾，君子是以惡之
昭1.12,26,故志曰：買妾不知其姓，則卜之
昭1.12,27,違此二者，古之所慎也
昭1.12,28,男女辨姓，禮之大司也
昭1.12,29,今君內實有四姬焉，其無乃是也乎
昭1.12,30,若由是二者，弗可爲也已
昭1.12,31,四姬有省猶可，無則必生疾矣
昭1.12,32,叔向曰：善哉
昭1.12,33,肸未之聞也，此皆然矣
昭1.13,0,楚公子圍使公子黑肱伯州犁城犨櫟郟
昭1.13,1,鄭人懼
昭1.13,2,子產曰：不害
昭1.13,3,令尹將行大事，而先除二子也
昭1.13,4,禍不及鄭，何患焉
昭1.14,0,楚靈王即位，薳罷爲令尹，薳啓彊爲大宰
昭1.14,1,鄭游吉如楚葬郟敖，且聘立君
昭1.14,2,歸，謂子產曰：具行器矣
昭1.14,3,楚王汏侈，而自說其事，必合諸侯，吾往無日矣
昭1.14,4,子產曰：不數年未能也
昭1.15,0,十二月，晉既烝，趙孟適南陽，將會孟子餘
昭1.15,1,甲辰朔，烝于溫
昭1.15,2,庚戌，卒
昭1.15,3,鄭伯如晉弔，及雍乃復
昭2.1,0,二年春，晉侯使韓宣子來聘，且告爲政，而來見，禮也
昭2.1,1,觀書於大史氏，見易象與魯春秋，曰：周禮盡在魯矣，吾乃今知周公之德與周之所以王也
昭2.1,2,公享之，季武子賦緜之卒章
昭2.1,3,韓子賦角弓
昭2.1,4,季武子拜，曰：敢拜子之彌縫敝邑，寡君有望矣
昭2.1,5,武子賦節之卒章
昭2.1,6,既享，宴于季氏
昭2.1,7,有嘉樹焉，宣子譽之
昭2.1,8,武子曰：宿敢不封殖此樹，以無忘角弓
昭2.1,9,遂賦甘棠
昭2.1,10,宣子曰：起不堪也，無以及召公
昭2.2,0,夏四月，韓須如齊逆女
昭2.2,1,齊陳無宇送女，致少姜
昭2.2,2,少姜有寵於晉侯，晉侯謂之少齊
昭2.2,3,謂陳無宇非卿，執諸中都
昭2.2,4,少姜爲之請，曰：送從逆班
昭2.2,5,畏大國也，猶有所易，是以亂作
昭2.3,0,叔弓聘于晉，報宣子也
昭2.3,1,晉侯使郊勞，辭曰：寡君使弓來繼舊好，固曰女無敢爲賓，徹命於執事，敝邑弘矣，敢辱郊使
昭2.3,2,請辭
昭2.3,3,致館，辭曰：寡君命下臣來繼舊好，好合使成，臣之祿也
昭2.3,4,敢辱大館
昭2.3,5,叔向曰：子叔子知禮哉
昭2.3,6,吾聞之曰：忠信，禮之器也
昭2.3,7,卑讓，禮之宗也
昭2.3,8,辭不忘國，忠信也
昭2.3,9,先國後己，卑讓也
昭2.3,10,詩曰：敬慎威儀，以近有德
昭2.3,11,夫子近德矣
昭2.4,0,秋，鄭公孫黑將作亂，欲去游氏而代其位，傷疾作而不果
昭2.4,1,駟氏與諸大夫欲殺之
昭2.4,2,子產在鄙，聞之，懼弗及，乘遽而至
昭2.4,3,使吏數之，曰：伯有之亂，以大國之事，而未爾討也
昭2.4,4,爾有亂心無厭，國不女堪
昭2.4,5,專伐伯有，而罪一也
昭2.4,6,昆弟爭室，而罪二也
昭2.4,7,薰隧之盟，女矯君位，而罪三也
昭2.4,8,有死罪三，何以堪之
昭2.4,9,不速死，大刑將至
昭2.4,10,再拜稽首，辭曰：死在朝夕，無助天爲虐
昭2.4,11,子產曰：人誰不死
昭2.4,12,凶人不終，命也
昭2.4,13,作凶事，爲凶人
昭2.4,14,不助天，其助凶人乎
昭2.4,15,請以印爲褚師
昭2.4,16,子產曰：印也若才，君將任之
昭2.4,17,不才，將朝夕從女
昭2.4,18,女罪之不恤，而又何請焉
昭2.4,19,不速死，司寇將至
昭2.4,20,七月壬寅，縊
昭2.4,21,尸諸周氏之衢，加木焉
昭2.5,0,晉少姜卒，公如晉，及河，晉侯使士文伯來辭，曰：非伉儷也，請君無辱
昭2.5,1,公還
昭2.5,2,季孫宿遂致服焉
昭3.1,0,三年春王正月，鄭游吉如晉，送少姜之葬
昭3.1,1,梁丙與張趯見之
昭3.1,2,梁丙曰：甚矣哉，子之爲此來也
昭3.1,3,子大叔曰：將得已乎
昭3.1,4,昔文襄之霸也，其務不煩諸侯，令諸侯三歲而聘，五歲而朝，有事而會，不協而盟
