段落,小句,内容
19.5,1,故寡人問子以璧，遺子以酒食，而求見子
19.5,2,子謁病而辭
19.5,3,人有言子者曰：父之孝子，君之忠臣也
19.5,4,故寡人以子之知慮，爲辨足以道人，危足以持難，忠可以寫意，信可以遠期
19.5,5,詩云：服難以勇，治亂以知，事之計也
19.5,6,立傅以行，教少以學，義之經也
19.5,7,循計之事，失而累
19.5,8,訪議之行，窮而不憂
19.5,9,故寡人欲子之胡服以傅王乎
19.5,10,周紹曰：王失論矣，非賤臣所敢任也
19.5,11,王曰：選子莫若父，論臣莫若君
19.5,12,君，寡人也
19.5,13,周紹曰：立傅之道六
19.5,14,王曰：六者何也
19.5,15,周紹曰：知慮不躁達於變，身行寬惠達於禮，威嚴不足以易於位，重利不足以變其心，恭於教而不快，和於下而不危
19.5,16,六者，傅之才，而臣無一焉
19.5,17,隱中不竭，臣之罪也
19.5,18,傅命僕官，以煩有司，吏之恥也
19.5,19,王請更論
19.5,20,王曰：知此六者，所以使子
19.5,21,周紹曰：乃國未通於王胡服
19.5,22,雖然，臣，王之臣也，而王重命之，臣敢不聽令乎
19.5,23,再拜，賜胡服
19.5,24,王曰：寡人以王子爲子任，欲子之厚愛之，無所見醜
19.5,25,御道之以行義，勿令溺苦於學
19.5,26,事君者，順其意，不逆其志
19.5,27,事先者，明其高，不倍其孤
19.5,28,故有臣可命，其國之祿也
19.5,29,子能行是，以事寡人者畢矣
19.5,30,書云：去邪無疑，任賢勿貳
19.5,31,寡人與子，不用人矣
19.5,32,遂賜周紹胡服衣冠，具帶黃金師比，以傅王子也
19.6,0,趙燕後胡服，王令讓之曰：事主之行，竭意盡力，微諫而不譁，應對而不怨，不逆上以自伐，不立私以爲名
19.6,1,子道順而不拂，臣行讓而不爭
19.6,2,子用私道者家必亂，臣用私義者國必危
19.6,3,反親以爲行，慈父不子
19.6,4,逆主以自成，惠主不臣也
19.6,5,寡人胡服，子獨弗服，逆主罪莫大焉
19.6,6,以從政爲累，以逆主爲高，行私莫大焉
19.6,7,故寡人恐親犯刑戮之罪，以明有司之法
19.6,8,趙燕再拜稽首曰：前吏命胡服，施及賤臣，臣以失令過期，更不用侵辱教，王之惠也
19.6,9,臣敬循衣服，以待今日
19.7,0,王破原陽，以爲騎邑
19.7,1,牛贊進諫曰：國有固籍，兵有常經
19.7,2,變籍則亂，失經則弱
19.7,3,今王破原陽，以爲騎邑，是變籍而棄經也
19.7,4,且習其兵者輕其敵，便其用者易其難
19.7,5,今民便其用而王變之，是損君而弱國也
19.7,6,故利不百者不變俗，功不什者不易器
19.7,7,今王破卒散兵，以奉騎射，臣恐其攻獲之利，不如所失之費也
19.7,8,王曰：古今異利，遠近易用
19.7,9,陰陽不同道，四時不一宜
19.7,10,故賢人觀時，而不觀於時
19.7,11,制兵，而不制於兵
19.7,12,子知官府之籍，不知器械之利
19.7,13,知兵甲之用，不知陰陽之宜
19.7,14,故兵不當於用，何兵之不可易
19.7,15,教不便於事，何俗之不可變
19.7,16,昔者先君襄主與代交地，城境封之，名曰無窮之門，所以昭後而期遠也
19.7,17,今重甲循兵，不可以踰險
19.7,18,仁義道德，不可以來朝
19.7,19,吾聞信不棄功，知不遺時
19.7,20,今子以官府之籍，亂寡人之事，非子所知
19.7,21,牛贊再拜稽首曰：臣敢不聽令乎
19.7,22,至遂胡服，率騎入胡，出於遺遺之門，踰九限之固，絕五俓之險，至榆中，辟地千里
20.1,0,趙惠文王三十年，相都平君田單問趙奢曰：吾非不說將軍之兵法也，所以不服者，獨將軍之用衆
20.1,1,用衆者，使民不得耕作，糧食輓賃不可給也
20.1,2,此坐而自破之道也，非單之所爲也
20.1,3,單聞之，帝王之兵，所用者不過三萬，而天下服矣
20.1,4,今將軍必負十萬二十萬之衆乃用之，此單之所不服也
20.1,5,馬服曰：君非徒不達於兵也，又不明其時勢
20.1,6,夫吳干之劍，肉試則斷牛馬，金試則截盤匜
20.1,7,薄之柱上而擊之，則折爲三，質之石上而擊之，則碎爲百
20.1,8,今以三萬之衆而應強國之兵，是薄柱擊石之類也
20.1,9,且夫吳干之劍材，難夫毋脊之厚，而鋒不入
20.1,10,無脾之薄，而刃不斷
20.1,11,兼有是兩者，無釣𢆔鐔蒙須之便，操其刃而刺，則未入而手斷
20.1,12,君無十餘二十萬之衆，而爲此釣𢆔鐔蒙須之便，而徒以三萬行於天下，君焉能乎
20.1,13,且古者，四海之內，分爲萬國
20.1,14,城雖大，無過三百丈者
20.1,15,人雖衆，無過三千家者
20.1,16,而以集兵三萬，距此奚難哉
20.1,17,今取古之爲萬國者，分以爲戰國七，能具數十萬之兵，曠日持久，數歲，即君之齊已
20.1,18,齊以二十萬之衆攻荆，五年乃罷
20.1,19,趙以二十萬之衆攻中山，五年乃歸
20.1,20,今者，齊韓相方，而國圍攻焉，豈有敢曰，我其以三萬救是者乎哉
20.1,21,今千丈之城，萬家之邑相望也，而索以三萬之衆，圍千丈之城，不存其一角，而野戰不足用也，君將以此何之
20.1,22,都平君喟然太息曰：單不至也
20.2,0,趙使机郝之秦，請相魏冉
20.2,1,宋突謂机郝曰：秦不聽，樓緩必怨公
20.2,2,公不若陰辭樓子曰：請無急秦王
20.2,3,秦王見趙之相魏冉之不急也，且不聽公言也，是事而不成，魏冉固德公矣
20.3,0,齊破燕，趙欲存之
20.3,1,樂毅謂趙王曰：今無約而攻齊，齊必讎趙
20.3,2,不如請以河東易燕地於齊
20.3,3,趙有河北，齊有河東，燕趙必不爭矣
20.3,4,是二國親也
20.3,5,以河東之地強齊，以燕以趙輔之，天下憎之，必皆事王以伐齊
20.3,6,是因天下以破齊也
20.3,7,王曰：善
20.3,8,乃以河東易齊，楚魏憎之，令淖滑惠施之趙，請伐齊而存燕
20.4,0,秦攻趙，藺離石祁拔
20.4,1,趙以公子郚爲質於秦，而請內焦黎牛狐之城，以易藺離石祁於趙
20.4,2,趙背秦，不予焦黎牛狐
20.4,3,秦王怒，令公子繒請地
20.4,4,趙王乃令鄭朱對曰：夫藺離石祁之地，曠遠於趙，而近於大國
20.4,5,有先王之明與先臣之力，故能有之
20.4,6,今寡人不逮，其社稷之不能恤，安能收恤藺離石祁乎
20.4,7,寡人有不令之臣，實爲此事也，非寡人之所敢知
20.4,8,卒倍秦
20.4,9,秦王大怒，令衞胡易伐趙，攻閼與
20.4,10,趙奢將救之
20.4,11,魏令公子咎以銳師居安邑，以挾秦
20.4,12,秦敗於閼與，反攻魏幾，廉頗救幾，大敗秦師
20.5,0,富丁欲以趙合齊魏，樓緩欲以趙合秦楚
20.5,1,富丁恐主父之聽樓緩而合秦楚也
20.5,2,司馬淺爲富丁謂主父曰：不如以順齊
20.5,3,今我不順齊伐秦，秦楚必合而攻韓魏
20.5,4,韓魏告急於齊，齊不欲伐秦，必以趙爲辭，則伐秦者趙也，韓魏必怨趙
20.5,5,齊之兵不西，韓必聽秦違齊
20.5,6,違齊而親，兵必歸於趙矣
20.5,7,今我順而齊不西，韓魏必絕齊，絕齊則皆事我
20.5,8,且我順齊，齊無而西
20.5,9,日者，樓緩坐魏三月，不能散齊魏之交
20.5,10,今我順而齊魏果西，是罷齊敝秦也，趙必爲天下重國
20.5,11,主父曰：我與三國攻秦，是俱敝也
20.5,12,曰：不然
20.5,13,我約三國而告之秦，以未構中山也
20.5,14,三國欲伐秦之果也，必聽我，欲和我
20.5,15,中山聽之，是我以王因饒中山而取地也
20.5,16,中山不聽，三國必絕之，是中山孤也
20.5,17,三國不能和我，雖少出兵可也
20.5,18,我分兵而孤樂中山，中山必亡
20.5,19,我已亡中山，而以餘兵與三國攻秦，是我一舉而兩取地於秦中山也
20.6,0,魏因富丁且合於秦，趙恐，請效地於魏而聽薛公
20.6,1,教子欬謂李兌曰：趙畏橫之合也，故欲效地於魏而聽薛公
20.6,2,公不如令主父以地資周最，而請相之於魏
20.6,3,周最以天下辱秦者也，今相魏，魏秦必虛矣
20.6,4,齊魏雖勁，無秦不能傷趙
20.6,5,魏王聽，是輕齊也
20.6,6,秦魏雖勁，無齊不能得趙
20.6,7,此利於趙而便於周最也
20.7,0,魏使人因平原君請從於趙
20.7,1,三言之，趙王不聽
20.7,2,出遇虞卿曰：爲入必語從
20.7,3,虞卿入，王曰：今者平原君爲魏請從，寡人不聽
20.7,4,其於子何如
20.7,5,虞卿曰：魏過矣
20.7,6,王曰：然，故寡人不聽
20.7,7,虞卿曰：王亦過矣
20.7,8,王曰：何也
20.7,9,曰：凡強弱之舉事，強受其利，弱受其害
20.7,10,今魏求從，而王不聽，是魏求害，而王辭利也
20.7,11,臣故曰，魏過，王亦過矣
20.8,0,平原君請馮忌曰：吾欲北伐上黨，出兵攻燕，何如
20.8,1,馮忌對曰：不可
20.8,2,夫以秦將武安君公孫起乘七勝之威，而與馬服之子戰於長平之下，大敗趙師，因以其餘兵，圍邯鄲之城
20.8,3,趙以亡敗之餘衆，收破軍之敝守，而秦罷於邯鄲之下，趙守而不可拔者，以攻難而守者易也
20.8,4,今趙非有七克之威也，而燕非有長平之禍也
20.8,5,今七敗之禍未復，而欲以罷趙攻強燕，是使弱趙爲強秦之所以攻，而使強燕爲弱趙之所以守
20.8,6,而強秦以休兵承趙之敝，此乃強吳之所以亡，而弱越之所以霸
20.8,7,故臣未見燕之可攻也
20.8,8,平原君曰：善哉
20.9,0,平原君謂平陽君曰：公子牟游於秦，且東，而辭應侯
20.9,1,應侯曰：公子將行矣，獨無以教之乎
20.9,2,曰：且微君之命命之也，臣固且有效於君
20.9,3,夫貴不與富期，而富至
20.9,4,富不與粱肉期，而粱肉至
20.9,5,粱肉不與驕奢期，而驕奢至
20.9,6,驕奢不與死亡期，而死亡至
20.9,7,累世以前，坐此者多矣
20.9,8,應侯曰：公子之所以教之者厚矣
20.9,9,僕得聞此，不忘於心
20.9,10,願君之亦勿忘也
20.9,11,平陽君曰：敬諾
20.10,0,秦攻趙於長平，大破之，引兵而歸
20.10,1,因使人索六城於趙而講
20.10,2,趙計未定
20.10,3,樓緩新從秦來，趙王與樓緩計之曰：與秦城何如
20.10,4,不與何如
20.10,5,樓緩辭讓曰：此非人臣之所能知也
20.10,6,王曰：雖然，試言公之私
20.10,7,樓緩曰：王亦聞夫公甫文伯母乎
20.10,8,公甫文伯官於魯，病死
20.10,9,婦人爲之自殺於房中者二八
20.10,10,其母聞之，不肯哭也
20.10,11,相室曰：焉有子死而不哭者乎
20.10,12,其母曰：孔子，賢人也，逐於魯，是人不隨
20.10,13,今死，而婦人爲死者十六人
20.10,14,若是者，其於長者薄，而於婦人厚
20.10,15,故從母言之，之爲賢母也
20.10,16,從婦言之，必不免爲妬婦也
20.10,17,故其言一也，言者異，則人心變矣
20.10,18,今臣新從秦來，而言勿與，則非計也
20.10,19,言與之，則恐王以臣之爲秦也
20.10,20,故不敢對
20.10,21,使臣得爲王計之，不如予之
20.10,22,王曰：諾
20.10,23,虞卿聞之，入見王，王以樓緩言告之
20.10,24,虞卿曰：此飾說也
20.10,25,秦既解邯鄲之圍，而趙王入朝，使趙郝約事於秦，割六縣而講
20.10,26,王曰：何謂也
20.10,27,虞卿曰：秦之攻趙也，倦而歸乎
20.10,28,王以其力尚能進，愛王而不攻乎
20.10,29,王曰：秦之攻我也，不遺餘力矣，必以倦而歸也
20.10,30,虞卿曰：秦以其力攻其所不能取，倦而歸
20.10,31,王又以其力之所不能攻以資之，是助秦自攻也
20.10,32,來年秦復攻王，王無以救矣
20.10,33,王又以虞卿之言告樓緩
20.10,34,樓緩曰：虞卿能盡知秦力之所至乎
20.10,35,誠知秦力之不至，此彈丸之地，猶不予也，令秦來年復攻王，得無割其內而媾乎
20.10,36,王曰：誠聽子割矣，子能必來年秦之不復攻我乎
20.10,37,樓緩對曰：此非臣之所敢任也
20.10,38,昔者三晉之交於秦，相善也
20.10,39,今秦釋韓魏而獨攻王，王之所以事秦必不如韓魏也
20.10,40,今臣爲足下解負親之攻，啟關通敝，齊交韓魏
20.10,41,至來年而王獨不取於秦，王之所以事秦者，必在韓魏之後也
20.10,42,此非臣之所敢任也
20.10,43,王以樓緩之言告
20.10,44,虞卿曰：樓緩言不媾，來年秦復攻王，得無更割其內而媾
20.10,45,今媾，樓緩又不能必秦之不復攻也，雖割何益
20.10,46,來年復攻，又割其力之所不能取而媾也，此自盡之術也
20.10,47,不如無媾
20.10,48,秦雖善攻，不能取六城
20.10,49,趙雖不能守，而不至失六城
20.10,50,秦倦而歸，兵必罷
20.10,51,我以五城收天下以攻罷秦，是我失之於天下，而取償於秦也
20.10,52,吾國尚利，孰與坐而割地，自弱以強秦
20.10,53,今樓緩曰：秦善韓魏而攻趙者，必王之事秦不如韓魏也
20.10,54,是使王歲以六城事秦也，即坐而地盡矣
20.10,55,來年秦復求割地，王將予之乎
20.10,56,不與，則是棄前貴而挑秦禍也
20.10,57,與之，則無地而給之
20.10,58,語曰：強者善攻，而弱者不能自守
20.10,59,今坐而聽秦，秦兵不敝而多得地，是強秦而弱趙也
20.10,60,以益愈強之秦，而割愈弱之趙，其計固不止矣
20.10,61,且秦虎狼之國也，無禮義之心
20.10,62,其求無已，而王之地有盡
20.10,63,以有盡之地，給無已之求，其勢必無趙矣
20.10,64,故曰：此飾說也
20.10,65,王必勿與
20.10,66,王曰：諾
20.10,67,樓緩聞之，入見於王，王又以虞卿言告之
20.10,68,樓緩曰：不然，虞卿得其一，未知其二也
20.10,69,夫秦趙構難，而天下皆說，何也
20.10,70,曰我將因強而乘弱
20.10,71,今趙兵困於秦，天下之賀戰者，則必盡在於秦矣
20.10,72,故不若亟割地求和，以疑天下，慰秦心
20.10,73,不然，天下將因秦之怒，秦趙之敝而瓜分之
20.10,74,趙且亡，何秦之圖
20.10,75,王以此斷之，勿復計也
20.10,76,虞卿聞之，又入見王曰：危矣，樓子之爲秦也
20.10,77,夫趙兵困於秦，又割地爲和，是愈疑天下，而何慰秦心哉
20.10,78,是不亦大示天下弱乎
20.10,79,且臣曰勿予者，非固勿予而已也
20.10,80,秦索六城於王，王以五城賂齊
20.10,81,齊，秦之深讎也，得王五城，并力而西擊秦也，齊之聽王，不待辭之畢也
20.10,82,是王失於齊而取償於秦，一舉結三國之親，而與秦易道也
20.10,83,趙王曰：善
20.10,84,因發虞卿東見齊王，與之謀秦
20.10,85,虞卿未反，秦之使者已在趙矣
20.10,86,樓緩聞之，逃去
20.11,0,秦攻趙，平原君使人請救於魏
20.11,1,信陵君發兵至邯鄲城下，秦兵罷
20.11,2,虞卿爲平原君請益地，謂趙王曰：夫不闘一卒，不頓一戟，而解二國患者，平原君之力也
20.11,3,用人之力，而忘人之功，不可
20.11,4,趙王曰：善
20.11,5,將益之地
20.11,6,公孫龍聞之，見平原君曰：君無覆軍殺將之功，而封以東武城
20.11,7,趙國豪傑之士，多在君之右，而君爲相國者以親故
20.11,8,夫君封以東武城不讓無功，佩趙國相印不辭無能，一解國患，欲求益地，是親戚受封，而國人計功也
20.11,9,爲君計者，不如勿受便
20.11,10,平原君曰：謹受令
20.11,11,乃不受封
20.12,0,秦趙戰於長平，趙不勝，亡一都尉
20.12,1,趙王召樓昌與虞卿曰：軍戰不勝，尉復死，寡人使卷甲而趍之，何如
20.12,2,樓昌曰：無益也，不如發重使而爲媾
20.12,3,虞卿曰：夫言媾者，以爲不媾者軍必破，而制媾者在秦
20.12,4,且王之論秦也，欲破王之軍乎
20.12,5,其不邪
20.12,6,王曰：秦不遺餘力矣，必且破趙軍
20.12,7,虞卿曰：王聊聽臣，發使出重寶以附楚魏
20.12,8,楚魏欲得王之重寶，必入吾使
20.12,9,趙使入楚魏，秦必疑天下合從也，且必恐
20.12,10,如此，則媾乃可爲也
20.12,11,趙王不聽，與平陽君爲媾，發鄭朱入秦，秦內之
20.12,12,趙王召虞卿曰：寡人使平陽君媾秦，秦已內鄭朱矣，子以爲奚如
20.12,13,虞卿曰：王必不得媾，軍必破矣，天下之賀戰勝者皆在秦矣
20.12,14,鄭朱，趙之貴人也，而入於秦，秦王與應侯必顯重以示天下
20.12,15,楚魏以趙爲媾，必不救王
20.12,16,秦知天下不救王，則媾不可得成也
20.12,17,趙卒不得媾，軍果大敗
20.12,18,王入秦，秦留趙王而后許之媾
20.13,0,秦圍趙之邯鄲
20.13,1,魏安釐王使將軍晉鄙救趙
20.13,2,畏秦，止於蕩陰，不進
20.13,3,魏王使客將軍新垣衍間入邯鄲，因平原君謂趙王曰：秦所以急圍趙者，前與齊湣王爭強爲帝，已而復歸帝，以齊故
20.13,4,今齊湣王已益弱
20.13,5,方今唯秦雄天下，此非必貪邯鄲，其意欲求爲帝
20.13,6,趙誠發使尊秦昭王爲帝，秦必喜，罷兵去
20.13,7,平原君猶豫未有所决
20.13,8,此時魯仲連適游趙，會秦圍趙
20.13,9,聞魏將欲令趙尊秦爲帝，乃見平原君曰：事將奈何矣
20.13,10,平原君曰：勝也何敢言事
20.13,11,百萬之衆折於外，今又內圍邯鄲而不能去
20.13,12,魏王使將軍辛垣衍令趙帝秦
20.13,13,今其人在是，勝也何敢言事
20.13,14,魯連曰：始吾以君爲天下之賢公子也，吾乃今然后知君非天下之賢公子也
20.13,15,梁客辛垣衍安在
20.13,16,吾請爲君責而歸之
20.13,17,平原君曰：勝請召而見之於先生
20.13,18,平原君遂見辛垣衍曰：東國有魯連先生，其人在此，勝請爲紹介而見之於將軍
20.13,19,辛垣衍曰：吾聞魯連先生，齊國之高士也
20.13,20,衍，人臣也，使事有職
20.13,21,吾不願見魯連先生也
20.13,22,平原君曰：勝已泄之矣
20.13,23,辛垣衍許諾
20.13,24,魯連見辛垣衍而無言
20.13,25,辛垣衍曰：吾視居北圍城之中者，皆有求於平原君者也
20.13,26,今吾視先生之玉貌，非有求於平原君者，曷爲久居此圍城之中而不去也
20.13,27,魯連曰：世以鮑焦無從容而死者，皆非也
20.13,28,今衆人不知，則爲一身
20.13,29,彼秦者，棄禮義而上首功之國也
20.13,30,權使其士，虜使其民
20.13,31,彼則肆然而爲帝，過而遂正於天下，則連有赴東海而死矣
20.13,32,吾不忍爲之民也
20.13,33,所爲見將軍者，欲以助趙也
20.13,34,辛垣衍曰：先生助之奈何
20.13,35,魯連曰：吾將使梁及燕助之
20.13,36,齊楚則固助之矣
20.13,37,辛垣衍曰：燕則吾請以從矣
20.13,38,若乃梁，則吾乃梁人也，先生惡能使梁助之耶
20.13,39,魯連曰：梁未睹秦稱帝之害故也，使梁睹秦稱帝之害，則必助趙矣
20.13,40,辛垣衍曰：秦稱帝之害將奈何
20.13,41,魯仲連曰：昔齊威王嘗爲仁義矣，率天下諸侯而朝周
20.13,42,周貧且微，諸侯莫朝，而齊獨朝之
20.13,43,居歲餘，周烈王崩，諸侯皆弔，齊後往
20.13,44,周怒，赴於齊曰：天崩地坼，天子下席
20.13,45,東藩之臣田嬰齊後至，則斮之
20.13,46,威王勃然怒曰：叱嗟，而母婢也
20.13,47,卒爲天下笑
20.13,48,故生則朝周，死則叱之，誠不忍其求也
20.13,49,彼天子固然，其無足怪
20.13,50,辛垣衍曰：先生獨未見夫僕乎
20.13,51,十人而從一人者，寧力不勝，智不若耶
20.13,52,畏之也
20.13,53,魯仲連曰：然梁之比於秦若僕耶
20.13,54,辛垣衍曰：然
20.13,55,魯仲連曰：然吾將使秦王烹醢梁王
20.13,56,辛垣衍怏然不悅曰：嘻，亦太甚矣，先生之言也
20.13,57,先生又惡能使秦王烹醢梁王
20.13,58,魯仲連曰：固也，待吾言之
20.13,59,昔者，鬼侯之鄂侯文王，紂之三公也
20.13,60,鬼侯有子而好，故入之於紂，紂以爲惡，醢鬼侯
20.13,61,鄂侯爭之急，辨之疾，故脯鄂侯
20.13,62,文王聞之，喟然而歎，故拘之於牖里之車，百日而欲舍之死
20.13,63,曷爲與人俱稱帝王，卒就脯醢之地也
20.13,64,齊閔王將之魯，夷維子執策而從，謂魯人曰：子將何以待吾君
20.13,65,魯人曰：吾將以十太牢待子之君
20.13,66,維子曰：子安取禮而來待吾君
20.13,67,彼吾君者，天子也
20.13,68,天子巡狩，諸侯辟舍，納於筦鍵，攝衽抱几，視膳於堂下，天子已食，退而聽朝也
20.13,69,魯人投其籥，不果納
20.13,70,不得入於魯，將之薛，假塗於鄒
20.13,71,當是時，鄒君死，閔王欲入弔
20.13,72,夷維子謂鄒之孤曰：天子弔，主人必將倍殯柩，設北面於南方，然后天子南面弔也
20.13,73,鄒之羣臣曰：必若此，吾將伏劍而死
20.13,74,故不敢入於鄒
20.13,75,鄒魯之臣，生則不得事養，死則不得飯含
20.13,76,然且欲行天子之禮於鄒魯之臣，不果納
20.13,77,今秦萬乘之國，梁亦萬乘之國
20.13,78,俱據萬乘之國，交有稱王之名，賭其一戰而勝，欲從而帝之，是使三晉之大臣不如鄒魯之僕妾也
20.13,79,且秦無已而帝，則且變易諸侯之大臣
20.13,80,彼將奪其所謂不肖，而予其所謂賢
20.13,81,奪其所憎，而與其所愛
20.13,82,彼又將使其子女讒妾爲諸侯妃姬，處梁之宮，梁王安得晏然而已乎
20.13,83,而將軍又何以得故寵乎
20.13,84,於是，辛垣衍起，再拜謝曰：始以先生爲庸人，吾乃今日而知先生爲天下之士也
20.13,85,吾請去，不敢復言帝秦
20.13,86,秦將聞之，爲郤軍五十里
20.13,87,適會魏公子無忌奪晉鄙軍以救趙擊秦，秦軍引而去
20.13,88,於是平原君欲封魯仲連
20.13,89,魯仲連辭讓者三，終不肯受
20.13,90,平原君乃置酒，酒酣，起前以千金爲魯連壽
20.13,91,魯連笑曰：所貴於天下之士者，爲人排患釋難解紛亂而無所取也
20.13,92,即有所取者，是商賈之人也，仲連不忍爲也
20.13,93,遂辭平原君而去，終身不復見
20.14,0,說張相國曰：君安能少趙人，而令趙人多君
20.14,1,君安能憎趙人，而令趙人愛君乎
20.14,2,夫膠漆，至䵑也，而不能合遠
20.14,3,鴻毛，至輕也，而不能自舉
20.14,4,夫飃於清風，則橫行四海
20.14,5,故事有簡而功成者，因也
20.14,6,今趙萬乘之強國也，前漳滏，右常山，左河間，北有代，帶甲百萬，嘗抑強齊，四十餘年而秦不能得所欲
20.14,7,由是觀之，趙之於天下也不輕
20.14,8,今君易萬乘之強趙，而慕思不可得之小梁，臣竊爲君不取也
20.14,9,君曰：善
20.14,10,自是之後，衆人廣坐之中，未嘗不言趙人之長者也，未嘗不言趙俗之善者也
20.15,0,鄭同北見趙王
20.15,1,趙王曰：子南方之傳士也，何以教之
20.15,2,鄭同曰：臣南方草鄙之人也，何足問
20.15,3,雖然，王致之於前，安敢不對乎
20.15,4,臣少之時，親嘗教以兵
20.15,5,趙王曰：寡人不好兵
20.15,6,鄭同因撫手仰天而笑之曰：兵固天下之狙喜也，臣故意大王不好也
20.15,7,臣亦嘗以兵說魏昭王，昭王亦曰：寡人不喜
20.15,8,臣曰：王之行能如許由乎
20.15,9,許由無天下之累，故不受也
20.15,10,今王既受先王之傳，欲宗廟之安，壤地不削，社稷之血食乎
20.15,11,王曰：然
20.15,12,今有人操隨侯之珠，持丘之環，萬金之財，時宿於野，內無孟賁之威，荆慶之斷，外無弓弩之禦，不出宿夕，人必危之矣
20.15,13,今有強貪之國，臨王之境，索王之地，告以理則不可，說以義則不聽
20.15,14,王非戰國守圉之具，其將何以當之
20.15,15,王若無兵，鄰國得志矣
20.15,16,趙王曰：寡人請奉教
20.16,0,建信君貴於趙
20.16,1,公子魏牟過趙，趙王迎之，顧反至坐，前有尺帛，且令工以爲冠
20.16,2,工見客來也，因辟
20.16,3,趙王曰：公子乃驅後車，幸以臨寡人，願聞所以爲天下
20.16,4,魏牟曰：王能重王之國若此尺帛，則王之國大治矣
20.16,5,趙王不說，形於顏色，曰：先生不知寡人不肖，使奉社稷，豈敢輕國若此
20.16,6,魏牟曰：王無怒，請爲王說之
20.16,7,曰：王有此尺帛，何不令前郎中以爲冠
20.16,8,王曰：郎中不知爲冠
20.16,9,魏牟曰：爲冠而敗之，奚虧於王之國
20.16,10,而王必待工而后乃使之
20.16,11,今爲天下之工，或非也，社稷爲虛戾，先王不血食，而王不以予工，乃與幼艾
20.16,12,且王之先帝，駕犀首而驂馬服，以與秦角逐
20.16,13,秦當時適其鋒
20.16,14,今王憧憧，乃輦建信以與強秦角逐，臣恐秦折王之椅也
20.17,0,衞靈公近雍疸彌子瑕
20.17,1,二人者，專君之勢以蔽左右
20.17,2,復塗偵謂君曰：昔日臣夢見君
20.17,3,君曰：子何夢
20.17,4,曰：夢見竈君
20.17,5,君忿然作色曰：吾聞夢見人君者，夢見日
20.17,6,今子曰夢見竈君而言君也，有說則可，無說則死
20.17,7,對曰：日，并燭天下者也，一物不能蔽也
20.17,8,若竈則不然，前之人煬，則後之人無從見也
20.17,9,今臣疑人之有煬於君者也，是以夢見竈君
20.17,10,君曰：善
20.17,11,於是，因廢雍疸彌子瑕，而立司空狗
20.18,0,或謂建信：君之所以事王者，色也
20.18,1,𦲭之所以事王者，知也
20.18,2,色老而衰，知老而多
20.18,3,以日多之知，而逐衰惡之色，君必困矣
20.18,4,建信君曰：奈何
20.18,5,曰：並驥而走者，五里而罷
20.18,6,乘驥而御之，不倦而取道多
20.18,7,君令𦲭乘獨斷之車，御獨斷之勢，以居邯鄲
20.18,8,令之內治國事，外刺諸侯，則𦲭之事有不言者矣
20.18,9,君因言王而重責之，𦲭之軸今折矣
20.18,10,建信君再拜受命，入言於王，厚任𦲭以事能，重責之
20.18,11,未期年而葺亡走矣
20.19,0,苦成常謂建信君曰：天下合從，而獨以趙惡秦，何也
20.19,1,魏殺呂遺，而天下交之
20.19,2,今收河間，於是與殺呂遺何以異
20.19,3,君唯釋虛僞疾，文信猶且知之也
20.19,4,從而有功乎，何患不得收河間
20.19,5,從而無功乎，收河間何益也
20.20,0,希寫見建信君
20.20,1,建信君曰：文信侯之於僕也，甚無禮
20.20,2,秦使人來仕，僕官之丞相，爵五大夫
20.20,3,文信侯之於僕也，甚矣其無禮也
20.20,4,希寫曰：臣以爲今世用事者，不如商賈
20.20,5,建信君悖然曰：足下卑用事者而高商賈乎
20.20,6,曰：不然
20.20,7,夫良商不與人爭買賣之賈，而謹司時
20.20,8,時賤而買，雖貴已賤矣
20.20,9,時貴而賣，雖賤已貴矣
20.20,10,昔者，文王之拘於牖里，而武王羈於玉門，卒斷紂之頭而縣於太白者，是武王之功也
20.20,11,今君不能與文信侯相伉以權，而責文信侯少禮，臣竊爲君不取也
20.21,0,魏魀謂建信君曰：人有置係蹄者而得虎
20.21,1,虎怒，决蹯而去
20.21,2,虎之情，非不愛其蹯也
20.21,3,然而不以環寸之蹯，害七尺之軀者，權也
20.21,4,今有國，非直七尺軀也
20.21,5,而君之身於王，非環寸之蹯也
20.21,6,願公之熟圖之也
20.22,0,秦攻趙，鼓鐸之音聞於北堂
20.22,1,希卑曰：夫秦之攻趙，不宜急如此
20.22,2,此召兵也
20.22,3,必有大臣欲衡者耳
20.22,4,王欲知其人，旦日贊羣臣而訪之，先言橫者，則其人也
20.22,5,建信君果先言橫
20.23,0,齊人李伯見孝成王
20.23,1,成王說之，以爲代郡守
20.23,2,而居無幾何，人告之反
20.23,3,孝成王方饋，不墮食
20.23,4,無幾何，告者復至，孝成王不應
20.23,5,已，乃使使者言：齊舉兵擊燕，恐其以擊燕爲名，而以兵襲趙，故發兵自備
20.23,6,今燕齊已合，臣請要其敝，而地可多割
20.23,7,自是之後，爲孝成王從事於外者，無自疑於中者
21.1,0,爲齊獻書趙王，使臣與復丑曰：臣一見，而能令王坐而天下致名寶
21.1,1,而臣竊怪王之不試見臣，而窮臣也
21.1,2,羣臣必多以臣爲不能者，故王重見臣也
21.1,3,以臣爲不能者非他，欲用王之兵，成其私者也
21.1,4,非然，則交有所偏者也
21.1,5,非然，則知不足者也
21.1,6,非然，則欲以天下之重恐王，而取行於王者也
